#Plot cover is canopy cover and totals >100% because of layers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# In 2025 For all collectors except Jane, ""Grass"" plot cover includes all grass-like monocots like grasses, sedges, bulrushes, rushes, though 100% is max listed under ""grass"" these are often multi-layered within the plot.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Jane only included true grasses in ""Grass"" cover and sedges/rushes as a separate type of cover. these should be adjusted for consistency.  one approach could be adding grass + sedge/rush, but overlapping layers could make the total grass cover > 100%. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# ""Thatch"" includes mulch and non-bare but non-vegetated ground cover visible at soil level",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Field_2022,Field_2025,Collector,ELU Name,ELU (y/n),Production (y/n),previous_disturbance,wet_area,Plot,graminoids_inclusive,invasive_grass,sedges_rushes,sedges,rushes,woody_inclusive,woody_invasive,forb_inclusive,invasive_forb,legume_forb,flowering_forb,bare,thatch,canopy,max_height_cm,standing_water,multiflora,cherry,thistle,loosestrife,hawthorne,buckthorn,bedstraw,plantain,reed_canarygrass,pokeweed,barberry,dewberry,poison_ivy,honeysuckle,knapweed,milkweed,chervil,goldenrod,marsh_pea,pepperweed,cypress_spurge,bittersweet,swallowwort,garlic_mustard,common_reed,winter_bittercress,Notes
9/10/25,GP6,GP6C,Leah & Jane,Great Pasture,y,y,,n,5,70,0,,10,,40,,20,0,20,0,0,10,0,102,,40,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/25,GP6,GP6C,Leah & Jane,Great Pasture,y,y,,n,6,70,1,,,,0,,30,0,25,3,0,20,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/25,GP6,GP6C,Leah & Jane,Great Pasture,y,y,,n,7,70,0,,,,20,,30,0,15,0,5,10,0,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/25,GP6,GP6C,Leah & Jane,Great Pasture,y,y,,n,8,40,0,,,,0,,40,0,25,5,5,50,0,70,,20,,,,,,,,,,,,,,,,,15,,,,,,,,,
9/10/25,GP6,GP6C,Leah & Jane,Great Pasture,y,y,,n,9,30,0,,,,0,,75,0,70,5,0,30,0,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/25,GP6,GP6C,Leah & Jane,Great Pasture,y,y,,n,10,90,0,,,,0,,10,0,10,0,10,20,0,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/25,GP6,GP6C,Leah & Jane,Great Pasture,y,y,,n,11,60,0,,,,40,,30,0,20,2,2,10,0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/25,GP6,GP6C,Leah & Jane,Great Pasture,y,y,,n,12,80,60,,,,0,,10,0,5,5,0,0,0,108,,40,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/25,GP6,GP6C,Leah & Jane,Great Pasture,y,y,,n,13,85,0,,5,,0,,25,0,10,10,0,0,0,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/25,GP6,GP6C,Leah & Jane,Great Pasture,y,y,,n,14,80,10,,,,0,,5,0,0,0,10,40,0,63,,,,,,,,,,,,,,,,,,,20,,,,,,,,,
9/10/25,GP6,GP6C,Leah & Jane,Great Pasture,y,y,,n,15,65,0,,,,0,,35,0,25,10,10,20,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/25,GP6,GP6C,Leah & Jane,Great Pasture,y,y,,n,16,60,5,,,,0,,40,0,30,8,10,30,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/25,GP6,GP6C,Leah & Jane,Great Pasture,y,y,,n,17,60,0,,,,10,,40,0,20,5,0,50,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/25,GP6,GP6C,Leah & Jane,Great Pasture,y,y,,n,18,40,5,,,,5,,10,2,5,0,0,75,100,90,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/25,GP6,GP6C,Leah & Jane,Great Pasture,y,y,,n,19,80,0,,20,,0,,40,0,5,25,0,10,0,98,,5,,,,,,,,,,,,,,,,,20,,,,,,,,,
9/10/25,GP6,GP6C,Leah & Jane,Great Pasture,y,y,,n,20,50,0,,,,0,,50,0,0,30,5,40,0,105,,,,,,,,,,,,,,,,,,,30,,,,,,,,,
9/8/25,Drainage,Drainage,Jane,Drainage Lot South,y,y,,y,1,90,0,,5,0,0,,90,0,80,5,0,0,0,24,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/25,Drainage,Drainage,Jane,Drainage Lot South,y,y,,y,2,100,0,,2,0,0,,25,0,0,15,0,0,0,68,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/25,Drainage,Drainage,Jane,Drainage Lot South,y,y,,y,3,70,0,,30,0,0,,1,0,0,0,0,0,0,65,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/25,Drainage,Drainage,Jane,Drainage Lot South,y,y,,y,4,30,30,,20,0,0,,0,0,0,0,5,20,0,60,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/25,Drainage,Drainage,Jane,Drainage Lot South,y,y,,y,5,50,0,,75,0,15,,80,0,0,60,0,0,0,55,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/25,Drainage,Drainage,Jane,Drainage Lot South,y,y,,y,6,100,100,,0,0,0,,0,0,0,0,0,25,0,65,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/25,Drainage,Drainage,Jane,Drainage Lot South,y,y,,y,7,70,0,,50,0,0,,15,0,0,3,0,0,0,84,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/25,Drainage,Drainage,Jane,Drainage Lot South,y,y,,y,8,100,0,,50,0,0,,3,0,3,0,0,0,0,40,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/25,Drainage,Drainage,Jane,Drainage Lot South,y,y,,y,9,90,70,,25,0,0,,0,0,0,0,0,0,0,47,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/25,Drainage,Drainage,Jane,Drainage Lot South,y,y,,y,10,90,50,,20,10,0,,0,0,0,0,0,20,0,70,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/25,Drainage,Drainage,Jane,Drainage Lot South,y,y,,y,11,100,100,,0,0,0,,10,0,0,10,0,0,0,57,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/25,Drainage,Drainage,Jane,Drainage Lot South,y,y,,y,12,60,0,,40,0,35,,50,0,5,45,0,1,0,110,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/25,Drainage,Drainage,Jane,Drainage Lot South,y,y,,y,13,90,0,,0,0,15,,30,0,8,1,0,0,0,75,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/25,Drainage,Drainage,Jane,Drainage Lot South,y,y,,y,14,90,0,,2,2,0,,50,0,5,5,0,0,0,50,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/25,Drainage,Drainage,Jane,Drainage Lot South,y,y,,y,15,95,50,,0,0,0,,2,0,2,0,0,0,0,90,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/25,Drainage,Drainage,Jane,Drainage Lot South,y,y,,y,16,50,0,,50,0,0,,60,0,5,15,0,0,0,64,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/25,Drainage,Drainage,Jane,Drainage Lot South,y,y,,y,17,95,70,,10,0,0,,3,0,0,3,0,5,0,110,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/25,Drainage,Drainage,Jane,Drainage Lot South,y,y,,y,18,85,20,,10,0,0,,20,20,0,0,0,25,0,50,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/25,Drainage,Drainage,Jane,Drainage Lot South,y,y,,y,19,95,0,,0,0,0,,15,0,5,0,0,0,0,80,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/25,Drainage,Drainage,Jane,Drainage Lot South,y,y,,y,20,95,0,,0,0,0,,0,0,0,0,0,5,0,84,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/25,GP5,GP5B,Jane,Great Pasture,y,y,,y,1,80,0,,0,20,0,,50,0,10,10,0,25,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/25,GP5,GP5B,Jane,Great Pasture,y,y,,y,2,95,0,,0,0,0,,50,0,1,40,0,0,0,97,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/25,GP5,GP5B,Jane,Great Pasture,y,y,,y,3,90,0,,0,0,40,,5,0,1,2,0,2,0,87,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/25,GP5,GP5B,Jane,Great Pasture,y,y,,y,4,70,0,,0,20,60,,50,0,20,1,0,10,0,110,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/25,GP5,GP5B,Jane,Great Pasture,y,y,,y,5,85,0,,0,15,15,,80,0,5,35,0,0,0,112,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/25,GP5,GP5B,Jane,Great Pasture,y,y,,y,6,50,0,,50,2,0,,60,0,1,60,0,0,0,66,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/25,GP5,GP5B,Jane,Great Pasture,y,y,,y,7,50,0,,50,0,0,,50,0,5,45,0,2,0,95,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/25,GP5,GP5B,Jane,Great Pasture,y,y,,y,8,40,0,,0,0,3,,80,0,30,40,0,10,0,52,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/25,GP5,GP5B,Jane,Great Pasture,y,y,,y,9,85,0,,0,0,30,,50,0,0,40,0,5,0,80,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/25,GP5,GP5B,Jane,Great Pasture,y,y,,y,10,95,0,,0,0,0,,30,0,20,15,0,0,0,122,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/25,GP5,GP5B,Jane,Great Pasture,y,y,,y,11,100,0,,0,0,0,,35,0,30,30,0,0,0,95,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/25,GP5,GP5B,Jane,Great Pasture,y,y,,y,12,70,0,,0,0,0,,80,0,65,40,0,0,0,63,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/25,GP5,GP5B,Jane,Great Pasture,y,y,,y,13,95,0,,20,2,0,,30,15,1,0,0,0,0,90,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/25,GP5,GP5B,Jane,Great Pasture,y,y,,y,14,90,0,,5,0,30,,50,0,1,20,0,0,0,110,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/25,GP5,GP5B,Jane,Great Pasture,y,y,,y,15,95,20,,0,0,10,,25,0,25,10,0,0,0,42,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/25,GP5,GP5B,Jane,Great Pasture,y,y,,y,16,95,0,,10,5,0,,5,0,5,0,0,20,0,120,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/25,GP5,GP5B,Jane,Great Pasture,y,y,,y,17,50,0,,20,20,0,,30,0,5,15,5,0,0,105,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/25,GP5,GP5B,Jane,Great Pasture,y,y,,y,18,60,0,,10,25,10,,85,0,80,40,0,0,0,100,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/25,GP5,GP5B,Jane,Great Pasture,y,y,,y,19,75,0,,0,0,0,,50,0,20,25,0,25,0,115,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/25,GP5,GP5B,Jane,Great Pasture,y,y,,y,20,95,0,,0,0,15,,70,0,60,5,0,5,0,110,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/25,GP6,GP6B,Jane,Great Pasture,y,y,,y,1,100,0,0,,,0,,40,0,5,5,0,0,0,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,p. Loosestrife damaged by beetles
7/7/25,GP6,GP6B,Jane,Great Pasture,y,y,,y,2,75,0,75,,,0,,50,0,0,0,0,15,0,100,,,,,,,,,,50,,,,,,,,,,,,,,,,,,
7/7/25,GP6,GP6B,Jane,Great Pasture,y,y,,y,3,75,0,35,,,0,,0,0,0,0,0,15,0,80,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
7/7/25,GP6,GP6B,Jane,Great Pasture,y,y,,y,4,40,0,25,,,0,,80,0,0,2,0,0,0,90,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
7/7/25,GP6,GP6B,Jane,Great Pasture,y,y,,y,5,80,0,0,,,0,,60,0,0,30,0,15,0,122,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
7/7/25,GP6,GP6B,Jane,Great Pasture,y,y,,y,6,90,0,6,,,0,,40,0,1,10,0,5,0,88,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
7/7/25,GP6,GP6B,Jane,Great Pasture,y,y,,y,7,30,0,90,,,0,,40,0,1,0,0,5,0,104,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
7/7/25,GP6,GP6B,Jane,Great Pasture,y,y,,y,8,25,0,0,,,0,,90,0,5,10,0,0,0,150,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
7/7/25,GP6,GP6B,Jane,Great Pasture,y,y,,y,9,85,0,10,,,0,,40,15,0,1,0,0,0,105,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
7/7/25,GP6,GP6B,Jane,Great Pasture,y,y,,y,10,60,50,40,,,0,,10,5,0,1,0,0,0,158,,,,,,,,,,50,,,,,,,,,,,,,,,,,,p. Loosestrife damaged by beetles
7/7/25,GP6,GP6B,Jane,Great Pasture,y,y,,y,11,80,80,25,,,0,,10,0,0,0,0,25,0,170,,,,,,,,,,80,,,,,,,,,,,,,,,,,,p. Loosestrife damaged by beetles
7/7/25,GP6,GP6B,Jane,Great Pasture,y,y,,y,12,50,0,20,,,0,,65,0,5,5,0,0,0,130,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
7/7/25,GP6,GP6B,Jane,Great Pasture,y,y,,y,13,50,0,50,,,0,,60,0,5,50,0,0,0,100,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
7/7/25,GP6,GP6B,Jane,Great Pasture,y,y,,y,14,40,0,75,,,0,,70,0,25,30,0,0,0,130,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
7/7/25,GP6,GP6B,Jane,Great Pasture,y,y,,y,15,60,0,60,,,0,,75,0,5,10,0,25,0,120,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
7/7/25,GP6,GP6B,Jane,Great Pasture,y,y,,y,16,70,0,90,,,0,,30,0,15,25,0,20,0,133,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
7/7/25,GP6,GP6B,Jane,Great Pasture,y,y,,y,17,90,0,5,,,0,,10,0,1,2,0,5,0,88,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
6/16/25,Sunset Field,Sunset Field,Jane,,N,Y,,,1,90,0,,,,0,,80,0,75,25,1,0,0,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/25,Sunset Field,Sunset Field,Jane,,N,Y,,,2,100,0,,,,0,,45,0,35,25,0,1,0,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/25,Sunset Field,Sunset Field,Jane,,N,Y,,,3,90,0,,,,0,,40,0,30,20,0,2,0,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/25,Sunset Field,Sunset Field,Jane,,N,Y,,,4,85,0,,,,0,,45,0,40,20,6,2,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/25,Sunset Field,Sunset Field,Jane,,N,Y,,,5,50,0,,,,0,,35,0,10,1,1,45,0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/25,Sunset Field,Sunset Field,Jane,,N,Y,,,6,95,0,,,,0,,50,0,46,30,0,5,0,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/25,Sunset Field,Sunset Field,Jane,,N,Y,,,7,60,0,,,,0,,75,0,70,40,1,5,0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/25,Sunset Field,Sunset Field,Jane,,N,Y,,,8,95,0,,,,0,,30,0,15,5,1,8,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/25,Sunset Field,Sunset Field,Jane,,N,Y,,,9,45,0,,,,0,,80,0,1,1,5,15,0,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/25,Sunset Field,Sunset Field,Jane,,N,Y,,,10,40,0,,,,0,,40,0,10,15,0,50,0,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/25,Playground,Playground,Jane,,N,Y,,,1,70,0,,,,0,,85,0,50,40,15,1,0,70,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
6/17/25,Playground,Playground,Jane,,N,Y,,,2,10,0,,,,0,,100,0,85,80,0,5,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/25,Playground,Playground,Jane,,N,Y,,,3,60,0,,,,0,,90,0,80,80,0,0,0,92,,,,,,,,20,,,,,,,,,,,,,,,,,,,,
6/17/25,Playground,Playground,Jane,,N,Y,,,4,90,0,,,,0,,80,0,10,25,5,5,0,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/25,Playground,Playground,Jane,,N,Y,,,5,95,0,,,,0,,30,0,25,10,0,5,0,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/25,Playground,Playground,Jane,,N,Y,,,6,70,0,,,,0,,85,0,80,80,30,5,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/25,Playground,Playground,Jane,,N,Y,,,7,50,0,,,,0,,75,0,70,75,50,0,0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/25,Playground,Playground,Jane,,N,Y,,,8,90,0,,,,0,,90,0,70,75,15,5,0,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/25,Playground,Playground,Jane,,N,Y,,,9,70,0,,,,0,,90,0,40,50,25,0,0,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/25,Playground,Playground,Jane,,N,Y,,,10,95,0,,,,0,,60,0,55,30,20,10,0,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/25,Playground,Playground,Jane,,N,Y,,,11,85,0,,,,0,,90,0,0,25,5,25,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/25,Playground,Playground,Jane,,N,Y,,,12,75,0,,,,0,,50,0,20,10,25,0,0,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/25,Playground,Playground,Jane,,N,Y,,,13,90,0,,,,0,,15,0,0,5,10,0,0,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/25,Playground,Playground,Jane,,N,Y,,,14,60,0,,,,0,,60,0,15,30,25,5,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/25,Playground,Playground,Jane,,N,Y,,,15,95,0,,,,0,,40,0,15,25,0,1,0,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/25,Playground,Playground,Jane,,N,Y,,,16,95,0,,,,0,,75,0,70,15,5,1,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/25,Playground,Playground,Jane,,N,Y,,,17,90,0,,,,0,,90,0,85,10,10,5,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/25,Playground,Playground,Jane,,N,Y,,,18,90,0,,,,0,,90,0,90,70,5,15,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/25,Playground,Playground,Jane,,N,Y,,,19,85,0,,,,0,,85,0,85,10,15,2,0,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/25,Playground,Playground,Jane,,N,Y,,,20,90,0,,,,0,,95,0,90,75,5,0,0,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,1,85,0,,,,,,80,,25,10,0,15,0,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,2,75,0,,,,,,50,,5,5,25,25,0,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,3,85,0,,,,,,10,,5,2,5,25,0,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,4,90,0,,,,,,5,,0,1,5,50,0,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,5,60,0,,,,,,5,,0,1,70,20,0,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,6,50,0,,,,,,60,,5,5,60,30,0,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,7,75,0,,,,,,50,,40,5,30,25,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,8,75,0,,,,,,95,,40,5,25,20,0,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,9,80,0,,,,,,60,,25,5,10,30,0,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,10,85,0,,,,,,80,,60,2,15,15,0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,11,80,0,,,,,,75,,30,10,10,15,0,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,12,70,0,,,,,,10,,2,2,20,20,0,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,13,85,0,,,,,,75,,15,2,10,15,0,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,14,10,0,,,,,,80,,5,2,20,15,0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,15,50,0,,,,,,40,,10,2,30,15,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,16,50,0,,,,,,60,,40,5,5,25,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,17,85,0,,,,,,60,,30,5,5,15,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,18,85,0,,,,,,50,,40,5,15,20,0,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,19,90,0,,,,,,85,,60,10,15,5,0,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,20,95,0,,,,,,10,,0,2,5,5,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,Lamson North,Lamson North,Jane,,N,Y,,,21,90,0,,,,,,90,,60,10,5,5,0,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/25,Drainage,Drainage,Jane,Drainage Lot South,Y,Y,,n,1,60,0,0,,,10,,90,0,0,90,1,0,0,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/25,Drainage,Drainage,Jane,Drainage Lot South,Y,Y,,n,2,30,0,0,,,1,,95,0,30,70,0,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/25,Drainage,Drainage,Jane,Drainage Lot South,Y,Y,,n,3,90,0,0,,,0,,30,0,20,5,1,40,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/25,Drainage,Drainage,Jane,Drainage Lot South,Y,Y,,n,4,80,0,0,,,0,,10,0,5,1,15,10,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/25,Drainage,Drainage,Jane,Drainage Lot South,Y,Y,,n,5,95,0,0,,,0,,15,0,1,10,0,2,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/25,Drainage,Drainage,Jane,Drainage Lot South,Y,Y,,n,6,85,0,0,,,0,,30,0,15,15,1,15,0,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/25,Drainage,Drainage,Jane,Drainage Lot South,Y,Y,,n,7,90,0,75,,,0,,60,0,10,30,0,10,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/25,Drainage,Drainage,Jane,Drainage Lot South,Y,Y,,n,8,90,0,0,,,0,,1,0,1,0,0,40,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/25,Drainage,Drainage,Jane,Drainage Lot South,Y,Y,,n,9,75,0,10,,,0,,10,0,3,5,1,60,0,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/25,Drainage,Drainage,Jane,Drainage Lot South,Y,Y,,n,10,85,0,0,,,0,,25,0,5,1,0,50,0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/25,Drainage,Drainage,Jane,Drainage Lot South,Y,Y,,n,11,80,0,5,,,0,,50,0,40,1,1,60,0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/25,Drainage,Drainage,Jane,Drainage Lot South,Y,Y,,n,12,90,0,0,,,0,,85,0,85,0,0,40,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/25,Drainage,Drainage,Jane,Drainage Lot South,Y,Y,,n,13,90,0,0,,,0,,80,0,75,1,0,40,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/25,Drainage,Drainage,Jane,Drainage Lot South,Y,Y,,n,14,95,0,0,,,0,,50,0,25,5,0,5,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/25,Drainage,Drainage,Jane,Drainage Lot South,Y,Y,,n,15,95,0,0,,,1,,75,0,50,5,0,10,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/25,Drainage,Drainage,Jane,Drainage Lot South,Y,Y,,n,16,70,0,85,,,0,,30,0,10,1,0,5,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/25,Drainage,Drainage,Jane,Drainage Lot South,Y,Y,,n,17,85,0,0,,,0,,65,0,60,0,0,20,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/25,Drainage,Drainage,Jane,Drainage Lot South,Y,Y,,n,18,90,0,0,,,0,,76,0,75,1,0,10,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/25,Drainage,Drainage,Jane,Drainage Lot South,Y,Y,,n,19,95,0,0,,,0,,25,0,15,10,0,1,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/25,Drainage,Drainage,Jane,Drainage Lot South,Y,Y,,n,20,75,0,0,,,0,,25,0,20,5,25,0,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/25,Williams West,Williams West,Alejandro & Jane,,N,Y,,,1,50,0,,,,0,,40,0,15,1,10,20,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
