site,date,plot,grass,forb,forb_inv,woody,woody_inv,bare,water,canopy,height,type,disturbance,sedge_rush,pepperweed,multiflora,glossy_buckthorn,purple_loosestrife,bull_thistle,wild_chervil,cypress_suprge,milkweed,bittersweet,swallow_wort,bedstraws,garlic_mustard,marsh_pea,rcg,common reed,winter_bittercress
sunset_lower,6/13/22,7,100,5,0,0,0,0,,0,93,pasture,,1,,,,,,,,,,,,,,,,
sunset_lower,6/13/22,8,90,0,0,0,0,10,,0,156,semi_wet,,1,,,,,,,,,,,,,,,,
sunset_lower,6/13/22,9,100,0,0,0,0,0,,0,157,pasture,,1,,,,,,,,,,,,,,,,
sunset_lower,6/13/22,10,90,10,5,0,0,5,,0,145,pasture,,1,,,,1,,,,,,,,,,,,
sunset_lower,6/13/22,11,90,15,0,0,0,0,,0,67,pasture,,1,,,,,,,,,,,,,,,,
sunset_lower,6/13/22,12,90,60,0,10,0,0,,0,85,pasture,,1,,,,,,,,,,,1,,,,,
sunset_lower,6/13/22,13,80,75,0,0,0,0,,0,121,pasture,,,,,,,,,,,,,1,,,,,
sunset_lower,6/13/22,14,90,60,0,0,0,0,,0,142,pasture,,,,,,,,,,,,,1,,,,,
sunset_lower,6/13/22,15,90,60,0,0,0,0,,0,144,pasture,,,,,,,,,,,,,1,,,,,
sunset_lower,6/13/22,16,90,50,0,0,0,0,,0,136,pasture,,,,,,,,,,,,,1,,,,,
sunset_lower,6/13/22,17,50,80,0,0,0,0,,0,112,pasture,,,,,,,,,,,,,1,,,,,
sunset_lower,6/13/22,18,85,70,0,0,0,0,,0,90,pasture,,,,,,,,,,,,,1,,,,,
sunset_lower,6/13/22,19,20,90,0,0,0,0,,0,116,pasture,,,,,,,,,,,,,1,,,,,
sunset_lower,6/13/22,20,100,10,0,0,0,0,,0,66,pasture,,1,,,,,,,,,,,,,,,,
sunset_hill,6/13/22,1,100,10,0,0,0,0,,0,46,pasture,grazed,1,,,,,,,,,,,,,,,,
sunset_hill,6/13/22,2,100,0,0,0,0,0,,0,61,pasture,grazed,,,,,,,,,,,,,,,,,
sunset_hill,6/13/22,3,90,0,0,0,0,0,,0,70,pasture,grazed,1,,,,,,,,,,,,,,,,
sunset_hill,6/13/22,4,100,5,0,0,0,0,,0,63,pasture,grazed,1,,,,,,,,,,,,,,,,
sunset_hill,6/13/22,5,90,5,0,0,0,0,,0,64,pasture,grazed,,,,,,,,,,,,,,,,,
sunset_hill,6/13/22,6,90,5,0,0,0,5,,0,77,pasture,grazed,,,,,,,,,,,,,,,,,
sunset_hill,6/13/22,7,90,5,0,0,0,5,,0,74,pasture,grazed,,,,,,,,,,,,,,,,,
sunset_hill,6/13/22,8,100,5,0,0,0,0,,0,78,pasture,grazed,,,,,,,,,,,,,,,,,
sunset_hill,6/13/22,9,100,15,0,0,0,0,,0,71,pasture,grazed,,,,,,,,,,,,1,,,,,
sunset_hill,6/13/22,10,90,10,0,0,0,10,,0,84,pasture,grazed,,,,,,,,,,,,,,,,,
sunset_hill,6/13/22,11,90,15,0,0,0,5,,0,64,pasture,grazed,,,,,,,,,,,,,,,,,
sunset_hill,6/13/22,12,50,60,0,0,0,30,,0,59,hilltop,grazed,,,,,,,,,,,,,,,,,
sunset_hill,6/13/22,13,85,20,0,0,0,10,,0,61,hilltop,grazed,,,,,,,,,,,,,,,,,
sunset_hill,6/13/22,14,90,10,0,0,0,0,,0,85,hilltop,grazed,,,,,,,,,,,,,,,,,
sunset_hill,6/13/22,15,85,15,0,0,0,15,,0,72,hilltop,grazed,,,,,,,,,,,,,,,,,
sunset_hill,6/13/22,16,90,10,0,0,0,10,,0,68,hilltop,grazed,,,,,,,,,,,,,,,,,
sunset_hill,6/13/22,17,80,5,0,0,0,5,,0,71,hilltop,grazed,,,,,,,,,1,,,,,,,,
sunset_hill,6/13/22,18,90,15,0,0,0,5,,0,59,hilltop,grazed,,,,,,,,,,,,,,,,,
sunset_hill,6/13/22,19,70,15,0,0,0,15,,0,34,hilltop,grazed,,,,,,,,,,,,,,,,,
sunset_hill,6/13/22,20,50,80,50,0,0,0,,0,69,hilltop,grazed,,,,,,1,,,,,,,,,,,
underhill,6/2/22,1,100,20,0,0,0,5,,0,133,pasture,,,,,,,,,,,,,1,,,,,
underhill,6/2/22,2,80,75,0,0,0,0,,0,131,pasture,,,,,,,,,,,,,2,,,,,
underhill,6/2/22,3,75,80,0,0,0,0,,0,110,pasture,,,,,,,,,,,,,2,,,,,
underhill,6/2/22,4,90,20,0,0,0,0,,0,95,pasture,,,,,,,,,,,,,1,,,,,
underhill,6/2/22,5,90,60,0,0,0,0,,0,130,pasture,,,,,,,,,,,,,2,,,,,
underhill,6/2/22,6,90,25,0,0,0,0,,0,133,pasture,,,,,,,,,,,,,,,,,,
underhill,6/2/22,7,100,5,0,0,0,0,,0,119,pasture,,,,,,,,,,,,,,,,,,
underhill,6/2/22,8,95,15,0,0,0,0,,0,131,pasture,,,,,,,,,,,,,,,,,,
underhill,6/2/22,9,100,10,0,0,0,0,,0,133,pasture,,,,,,,,,,,,,,,,,,
underhill,6/2/22,10,100,10,0,0,0,0,,0,125,pasture,,,,,,,,,,,,,,,,,,
underhill,6/2/22,11,100,0,0,0,0,10,,0,147,pasture,,,,,,,,,,,,,,,,,,
underhill,6/2/22,12,100,0,0,0,0,0,,0,170,pasture,,,,,,,,,,,,,,,,,,
underhill,6/2/22,13,100,5,0,0,0,0,,0,124,semi_wet,,1,,,,,,,,,,,,,,,,
underhill,6/2/22,14,100,0,0,0,0,5,,0,142,semi_wet,,1,,,,,,,,,,,,,,,,
underhill,6/2/22,15,100,10,10,0,0,0,,0,146,pasture,,,,,,1,,,,,,,,,,,,
underhill,6/2/22,16,70,20,0,30,15,0,,0,108,woody,,,,1,1,,,,,,,,,,,,,
underhill,6/2/22,17,40,15,0,50,50,0,,0,111,woody,,,,,2,,,,,,,,,,,,,
underhill,6/2/22,18,20,25,0,60,60,0,,0,110,woody,,,,,2,,,,,,,,,,,,,
underhill,6/2/22,19,90,80,15,0,0,0,,0,117,woody,,,,,,,,,,,1,,,,,,,
underhill,6/2/22,20,80,75,0,1,0,0,,0,96,woody,,,,,,,,,,,,,,,,,,
underhill_wet_meadow,6/2/22,1,100,0,0,0,0,10,,0,125,semi_wet,,2,,,,,,,,,,,,,,2,,
underhill_wet_meadow,6/2/22,2,100,1,0,0,0,0,,0,121,semi_wet,,2,,,,,,,,,,,1,,,,,
underhill_wet_meadow,6/2/22,3,100,0,0,0,0,0,,0,127,semi_wet,,2,,,,,,,,,,,,,,2,,
underhill_wet_meadow,6/2/22,4,90,5,0,0,0,10,,0,97,semi_wet,,2,,,,,,,,,,,,,,2,,
underhill_wet_meadow,6/2/22,5,100,1,0,0,0,0,,0,105,semi_wet,,2,,,,,,,,,,,,,,,,
underhill_wet_meadow,6/2/22,6,80,25,15,0,0,0,,0,83,semi_wet,,2,,,,1,,,,,,,,,,,,
underhill_wet_meadow,6/2/22,7,100,5,0,0,0,0,,0,89,semi_wet,,2,,,,,,,,,,,,,,,,
underhill_wet_meadow,6/2/22,8,90,15,15,0,0,0,,0,96,semi_wet,,2,,,,2,,,,,,,,,,,,
underhill_wet_meadow,6/2/22,9,90,10,5,0,0,0,,0,65,semi_wet,,1,,,,1,,,,,,,,,,,,
underhill_wet_meadow,6/2/22,10,100,5,0,0,0,0,,0,87,semi_wet,,2,,,,,,,,,,,,,,,,
underhill_wet_meadow,6/2/22,11,100,10,10,0,0,0,,0,122,semi_wet,,2,,,,1,,,,,,,,,,,,
underhill_wet_meadow,6/2/22,12,100,0,0,0,0,0,,0,95,semi_wet,,2,,,,,,,,,,,,,,2,,
underhill_wet_meadow,6/2/22,13,100,0,0,0,0,0,,0,98,semi_wet,,2,,,,,,,,,,,,,,,,
underhill_wet_meadow,6/2/22,14,100,0,0,0,0,0,,0,79,semi_wet,,2,,,,,,,,,,,,,,,,
underhill_wet_meadow,6/2/22,15,100,0,0,0,0,0,,0,69,semi_wet,,2,,,,,,,,,,,,,,,,
underhill_wet_meadow,6/2/22,16,100,5,0,0,0,0,,0,70,semi_wet,,2,,,,,,,,,,,,,,,,
underhill_wet_meadow,6/2/22,17,100,0,0,0,0,0,,0,131,semi_wet,,2,,,,,,,,,,,,,,,,
underhill_wet_meadow,6/2/22,18,100,1,0,0,0,5,,0,146,pasture,,2,,,,,,,,,,,,,,,,
underhill_wet_meadow,6/2/22,19,100,1,0,0,0,0,,0,136,pasture,,2,,,,,,,,,,,,,,,,
underhill_wet_meadow,6/2/22,20,100,0,0,0,0,0,,0,111,semi_wet,,2,,,,,,,,,,,,,,,,
underhill_lower,6/15/22,1,80,25,10,0,0,20,,0,97,semi_wet,,1,,,,1,,,,,,,,,1,,,
underhill_lower,6/15/22,2,80,35,15,0,0,5,,0,92,semi_wet,,1,,,,1,,,,,,,,,1,,,
underhill_lower,6/15/22,3,75,30,10,0,0,0,,0,88,semi_wet,,1,,,,1,,,,,,,,,1,,,
underhill_lower,6/15/22,4,90,15,0,0,0,0,,0,108,semi_wet,,1,,,,,,,,,,,,,,,,
underhill_lower,6/15/22,5,80,30,10,0,0,5,,0,105,semi_wet,,1,,,,1,,,,,,,,,1,,,
underhill_lower,6/15/22,6,90,20,10,0,0,5,,0,110,semi_wet,,,,,,1,,,,,,,1,,1,,,
underhill_lower,6/15/22,7,90,20,5,1,0,0,,0,138,pasture,,1,,,,1,,,,,,,,,1,,,
underhill_lower,6/15/22,8,100,20,5,0,0,0,,0,108,pasture,,1,,,,1,,,,,,,,,1,,,
underhill_lower,6/15/22,9,90,10,0,0,0,0,,0,116,pasture,,1,,,,,,,,,,,1,,1,,,
underhill_lower,6/15/22,10,100,20,10,0,0,0,,0,124,pasture,,1,,,,1,,,,,,,1,,1,,,
underhill_lower,6/15/22,11,75,10,10,0,0,10,,0,125,pasture,,1,,,,1,,,,,,,,,1,,,
underhill_lower,6/15/22,12,80,50,15,0,0,0,,0,107,pasture,,1,,,,1,,,,,,,1,,1,,,
underhill_lower,6/15/22,13,70,40,10,0,0,0,,0,149,pasture,,1,,,,1,,,,,,,1,,1,,,
underhill_lower,6/15/22,14,100,30,10,0,0,0,,0,97,pasture,,1,,,,1,,,,,,,1,,1,,,
underhill_lower,6/15/22,15,90,25,0,0,0,0,,0,92,pasture,,1,,,,,,,,,,,,,1,,,
underhill_lower,6/15/22,16,80,40,0,0,0,5,,0,102,semi_wet,,1,,,,,,,,,,,,,1,,,
underhill_lower,6/15/22,17,90,40,1,0,0,0,,0,124,pasture,,1,,,,1,,,,,,,,,1,,,
underhill_lower,6/15/22,18,90,30,5,0,0,0,,0,113,pasture,,1,,,,1,,,,,,,,,1,,,
underhill_lower,6/15/22,19,75,40,5,0,0,0,,0,98,pasture,,1,,,,1,,,,,,,,,1,,,
underhill_lower,6/15/22,20,90,20,0,0,0,0,,0,101,pasture,,,,,,,,,,,,,,,,,,
triangle_upper,6/16/22,1,90,30,0,0,0,0,,0,112,pasture,,,,,,,,,,,,,,,,,,
triangle_upper,6/16/22,2,100,0,0,0,0,0,,0,108,pasture,,1,,,,,,,,,,,,,,,,
triangle_upper,6/16/22,3,100,10,0,0,0,0,,0,114,pasture,,1,,,,,,,,,,,,,,,,
triangle_upper,6/16/22,4,100,15,0,0,0,0,,0,135,pasture,,,,,,,,,,,,,,,,,,
triangle_upper,6/16/22,5,100,5,0,0,0,0,,0,141,pasture,,,,,,,,,,,,,,,,,,
triangle_upper,6/16/22,6,100,0,0,0,0,0,,0,164,pasture,,1,,,,,,,,,,,,,,,,
triangle_upper,6/16/22,7,90,15,0,0,0,0,,0,148,pasture,,,,,,,,,,,,,,,,,,
triangle_upper,6/16/22,8,90,25,0,0,0,0,,0,141,pasture,,,,,,,,,,,,,,,,,,
triangle_upper,6/16/22,9,100,0,0,0,0,0,,0,142,pasture,,,,,,,,,,,,,,,,,,
triangle_upper,6/16/22,10,100,10,0,0,0,0,,0,133,pasture,,,,,,,,,,2,,,,,,,,
triangle_upper,6/16/22,11,90,20,0,0,0,0,,0,129,pasture,,,,,,,,,,,,,,,,,,
triangle_upper,6/16/22,12,90,25,0,0,0,0,,0,124,pasture,,,,,,,,,,,,,,,,,,
triangle_upper,6/16/22,13,90,15,0,0,0,0,,0,128,pasture,,,,,,,,,,,,,,,,,,
triangle_upper,6/16/22,14,90,40,0,0,0,0,,0,113,pasture,,,,,,,,,,,,,1,,,,,
triangle_upper,6/16/22,15,90,20,0,0,0,0,,0,151,pasture,,,,,,,,,,,,,,,,,,
triangle_upper,6/16/22,16,20,90,0,0,0,0,,0,118,pasture,,,,,,,,,,,,,,,,,,
triangle_upper,6/16/22,17,20,90,0,0,0,0,,0,106,pasture,,,,,,,,,,,,,,,,,,
triangle_upper,6/16/22,18,75,80,0,0,0,10,,60,101,pasture,,,,,,,,,,,,,,,,,,
triangle_upper,6/16/22,19,70,75,0,0,0,5,,80,57,woody,,,,,,,,,,,,,,,,,,
triangle_upper,6/16/22,20,75,30,0,0,0,0,,90,86,woody,,,,,,,,,,,,,,,,,,
triangle_lower,6/16/22,1,80,60,0,0,0,0,,0,86,semi_wet,,1,,,,,,,,,,,1,,,,,
triangle_lower,6/16/22,2,90,5,0,0,0,0,,0,95,pasture,,1,,,,,,,,,,,,,,,,
triangle_lower,6/16/22,3,90,20,0,0,0,0,,0,118,pasture,,,,,,,,,,,,,,,,,,
triangle_lower,6/16/22,4,100,10,0,0,0,0,,0,129,pasture,,,,,,,,,,,,,,,,,,
triangle_lower,6/16/22,5,90,20,0,0,0,0,,0,117,pasture,,,,,,,,,,,,,,,,,,
triangle_lower,6/16/22,6,100,15,0,0,0,0,,0,113,pasture,,,,,,,,,,,,,,,,,,
triangle_lower,6/16/22,7,100,10,0,0,0,0,,0,104,pasture,,,,,,,,,,,,,,,,,,
triangle_lower,6/16/22,8,90,20,0,0,0,0,,0,125,pasture,,,,,,,,,,,,,2,,,,,
triangle_lower,6/16/22,9,100,15,0,0,0,0,,0,103,pasture,,,,,,,,,,,,,,,,,,
triangle_lower,6/16/22,10,100,5,0,0,0,0,,0,117,pasture,,,,,,,,,,,,,,,,,,
triangle_lower,6/16/22,11,90,15,0,0,0,10,,0,109,pasture,,,,,,,,,,,,,,,,,,
triangle_lower,6/16/22,12,80,60,0,0,0,10,,0,106,pasture,,,,,,,,,,,,,,,,,,
triangle_lower,6/16/22,13,90,5,0,0,0,5,,0,115,pasture,,,,,,,,,,,,,,,,,,
triangle_lower,6/16/22,14,90,30,0,0,0,0,,0,112,pasture,,,,,,,,,,,,,,,,,,
triangle_lower,6/16/22,15,90,40,0,0,0,0,,0,119,pasture,,,,,,,,,,,,,,,,,,
triangle_lower,6/16/22,16,100,20,0,0,0,0,,0,131,pasture,,,,,,,,,,,,,1,,,,,
triangle_lower,6/16/22,17,90,30,0,0,0,0,,0,90,pasture,,,,,,,,,,,,,1,,,,,
triangle_lower,6/16/22,18,90,35,0,0,0,0,,0,120,pasture,,,,,,,,,,1,,,1,,,,,
triangle_lower,6/16/22,19,80,40,0,0,0,0,,0,88,pasture,,,,,,,,,,,,,,,,,,
triangle_lower,6/16/22,20,80,50,0,0,0,0,,0,132,pasture,,,,,,,,,,,,,,,,,,
williams_c,2022,1,70,60,0,5,0,0,,10,81,woody,,,,,,,,,,,,,,,,,,
williams_c,2022,2,60,80,15,0,0,0,,0,91,pasture,,2,,,,1,,,,,,,,,,,,
williams_c,2022,3,80,60,30,0,0,0,,0,131,pasture,,2,,,,1,,,,,,,,,,,,
williams_c,2022,4,90,75,10,0,0,0,,0,165,semi_wet,,2,,,,1,,,,,,,,,,,,
williams_c,2022,5,75,80,15,0,0,0,,0,154,semi_wet,,2,,,,1,,,,,,,,,,,,
williams_c,2022,6,30,90,5,0,0,0,,0,185,semi_wet,,2,,,,1,,,,,,,,,,,,
williams_c,2022,7,30,80,0,15,0,0,,0,90,semi_wet,,1,,,,,,,,,,,,,,,,
williams_c,2022,8,60,75,10,15,0,15,,0,105,wet,,1,,,,,,,,,,,,,,,,
williams_c,2022,9,90,30,0,0,0,0,,0,128,pasture,,1,,,,,,,,,,,,,,,,
williams_c,2022,10,50,75,15,0,0,0,,0,143,pasture,,1,,,,1,,,,,,,,,,,,
williams_c,2022,11,80,50,0,0,0,0,,0,156,pasture,,,,,,,,,,,,,,,,,,
williams_c,2022,12,90,0,0,0,0,0,,0,178,semi_wet,,,,,,,,,,,,,,,,,,
williams_c,2022,13,90,0,0,0,0,0,,0,181,wet,,1,,,,,,,,,,,,,,,,
williams_c,2022,14,90,5,0,0,0,0,,0,177,wet,,,,,,,,,,,,,,,,,,
williams_c,2022,15,100,0,0,0,0,0,,0,182,wet,,,,,,,,,,,,,,,,,,
williams_c,2022,16,90,10,0,0,0,0,,0,169,semi_wet,,2,,,,,,,,,,,,,,,,
williams_c,2022,17,90,0,0,0,0,10,,0,131,wet,,2,,,,,,,,,,,,,,,,
williams_c,2022,18,90,0,0,0,0,15,,0,163,semi_wet,,2,,,,,,,,,,,,,,,,
williams_c,2022,19,90,0,0,0,0,10,,0,187,semi_wet,,2,,,,,,,,,,,,,,,,
williams_c,2022,20,95,5,5,0,0,0,,0,178,semi_wet,,1,,,,1,,,,,,,,,,,,
williams_w,6/14/22,1,70,5,0,0,0,0,,0,110,pasture,,,,,,,,,,,,,,,1,1,,
williams_w,6/14/22,2,85,1,1,0,0,0,,0,112,pasture,,1,,,,1,,,,,,,,,,,,
williams_w,6/14/22,3,90,0,0,0,0,10,,0,169,pasture,,1,,,,,,,,,,,,,,1,,
williams_w,6/14/22,4,100,0,0,0,0,0,,0,147,pasture,,1,,,,,,,,,,,,,,,,
williams_w,6/14/22,5,90,60,0,0,0,0,,0,107,pasture,,,,,,,,,,,,,,,,,,
williams_w,6/14/22,6,100,20,0,0,0,0,,0,57,pasture,,1,,,,,,,,,,,,,,1,,
williams_w,6/14/22,7,100,10,0,0,0,0,,0,139,pasture,,1,,,,,,,,,,,,,,,,
williams_w,6/14/22,8,95,20,0,0,0,0,,0,120,pasture,,1,,,,,,,,,,,,,,,,
williams_w,6/14/22,9,100,30,0,0,0,0,,0,112,pasture,,1,,,,,,,,,,,,,,,,
williams_w,6/14/22,10,90,45,0,0,0,0,,0,124,pasture,,1,,,,,,,,,,,,,,,,
williams_w,6/14/22,11,100,25,0,0,0,0,,0,93,pasture,,,,,,,,,,,,,1,,,,,
williams_w,6/14/22,12,90,30,0,0,0,0,,0,123,pasture,,1,,,,,,,,,,,,,,,,
williams_w,6/14/22,13,100,15,0,0,0,0,,0,124,pasture,,1,,,,,,,,,,,,,,,,
williams_w,6/14/22,14,100,25,0,0,0,0,,0,125,pasture,,,,,,,,,,,,,1,,,,,
williams_w,6/14/22,15,90,25,0,0,0,5,,0,125,pasture,,,,,,,,,,,,,,,,,,
williams_w,6/14/22,16,100,30,0,0,0,0,,0,129,pasture,,,,,,,,,,,,,,,,,,
williams_w,6/14/22,17,90,40,0,0,0,0,,0,101,pasture,,,,,,,,,,,,,,,,,,
williams_w,6/14/22,18,90,50,20,0,0,0,,0,135,pasture,,1,,,,1,,,,,,,,,,,,
williams_w,6/14/22,19,100,10,10,0,0,0,,0,148,pasture,,1,,,,1,,,,,,,,,,,,
williams_w,6/14/22,20,90,10,0,0,0,0,,0,157,pasture,,1,,,,,,,,,,,1,,,,,
wilson,6/10/22,1,90,15,0,0,0,0,,0,127,pasture,,,,,,,,,,,,,1,,,,,
wilson,6/10/22,2,90,20,0,0,0,0,,0,98,pasture,,,,,,,,,,,,,1,,,,,
wilson,6/10/22,3,90,50,0,0,0,0,,0,127,pasture,,,,,,,,,,1,,,1,,,,,
wilson,6/10/22,4,90,60,0,0,0,0,,0,131,pasture,,,,,,,,,,,,,1,,,,,
wilson,6/10/22,5,80,60,0,0,0,0,,0,119,pasture,,,,,,,,,,,,,1,,,,,
wilson,6/10/22,6,90,40,0,0,0,0,,0,102,pasture,,,,,,,,,,,,,1,,,,,
wilson,6/10/22,7,90,80,0,0,0,0,,0,99,pasture,,,,,,,,,,,,,1,,,,,
wilson,6/10/22,8,100,10,10,0,0,0,,0,110,pasture,,,,,,,,,,,,,,,,,,1
wilson,6/10/22,9,90,10,0,0,0,0,,0,113,pasture,,1,,,,,,,,,,,1,,,,,
wilson,6/10/22,10,90,40,0,0,0,0,,0,88,pasture,,,,,,,,,,,,,1,,,,,
wilson,6/10/22,11,90,40,0,0,0,0,,0,91,pasture,,,,,,,,,,,,,1,,,,,
wilson,6/10/22,12,100,10,0,0,0,0,,0,121,pasture,,,,,,,,,,,,,1,,,,,
wilson,6/10/22,13,100,15,0,0,0,0,,0,177,pasture,,1,,,,,,,,,,,1,,,,,
wilson,6/10/22,14,100,15,10,0,0,0,,0,191,pasture,,1,,,,1,,,,,,,,,,,,
wilson,6/10/22,15,90,15,10,0,0,0,,0,160,pasture,,1,,,,1,,,,,,,1,,,,,
wilson,6/10/22,16,100,10,5,0,0,0,,0,146,pasture,,1,,,,1,,,,,,,1,,,,,
wilson,6/10/22,17,90,0,0,0,0,10,,0,149,pasture,,1,,,,,,,,,,,,,,,,
wilson,6/10/22,18,90,5,0,0,0,0,,0,165,pasture,,1,,,,,,,,,,,,,,,,
wilson,6/10/22,19,90,45,20,0,0,0,,0,148,pasture,,1,,,,1,,,,,,,,,,,,
wilson,6/10/22,20,100,10,0,1,0,0,,0,176,pasture,,1,,,,,,,,,,,,,,,,
